Rank	Title	Status	Study Results	Conditions	Interventions	Locations	URL
197	Basket Study of Entrectinib (RXDX-101) for the Treatment of Patients With Solid Tumors Harboring NTRK 1/2/3 (Trk A/B/C), ROS1, or ALK Gene Rearrangements (Fusions)	Recruiting	No Results Available	Breast Cancer|Cholangiocarcinoma|Colorectal Cancer|Head and Neck Neoplasms|Lymphoma, Large-Cell, Anaplastic|Melanoma|Neuroendocrine Tumors|Non-Small Cell Lung Cancer|Ovarian Cancer|Pancreatic Cancer|Papillary Thyroid Cancer|Primary Brain Tumors|Renal Cell Carcinoma|Sarcomas|Salivary Gland Cancers|Adult Solid Tumor	Drug: Entrectinib	Western Regional Medical Center at Cancer Treatment Centers of America, Goodyear, Arizona, United States|Dignity Health St Joseph's Hospital and Medical Center, Phoenix, Arizona, United States|Mayo Clinic, Scottsdale, Arizona, United States|City of Hope Cancer Center; Division of Medical Oncology & Experimental Therapeutics, Duarte, California, United States|Scripps Clinic, La Jolla, California, United States|University of California San Diego Moores Cancer Center; Dept of Lung Cancer, La Jolla, California, United States|University of Southern California Medical Center, Los Angeles, California, United States|Univ Of California Irvine College Of Medicine; 300194620, Orange, California, United States|Southern California Kaiser Permanente, San Diego, California, United States|UCSF Mount Zion Medical Ctr, San Francisco, California, United States|Sarcoma Oncology Center, Santa Monica, California, United States|University of Colorado Cancer Center, Aurora, Colorado, United States|Yale University, New Haven, Connecticut, United States|Georgetown University Medical Center Lombardi Cancer Center, Washington, District of Columbia, United States|Florida Cancer Specialists - Sarasota, Sarasota, Florida, United States|H. Lee Moffitt Cancer Center and Research Inst., Tampa, Florida, United States|Cleveland Clinic Florida, Weston, Florida, United States|University Cancer & Blood Center, LLC; Research, Athens, Georgia, United States|Winship Cancer Institute, Atlanta, Georgia, United States|Southeastern Regional Medical Center, Inc., Newnan, Georgia, United States|University of Hawaii Cancer Center, Honolulu, Hawaii, United States|Northwestern University, Chicago, Illinois, United States|Advocate Medical Group - Park Ridge, Luther Lane - Oncology, Park Ridge, Illinois, United States|Midwestern Regional Medical Center, Zion, Illinois, United States|Weinberg Cancer Institution at Franklin Square, Baltimore, Maryland, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Dana Farber Cancer Institute, Boston, Massachusetts, United States|University of Michigan Comprehensive Cancer Center, Ann Arbor, Michigan, United States|Karmanos Cancer Center, Detroit, Michigan, United States|Henry Ford Hospital, Detroit, Michigan, United States|Regents of the University of Minnesota, Minneapolis, Minnesota, United States|Washington University, Saint Louis, Missouri, United States|Comprehensive Cancer Centers of Nevada (CCCN) - Central Valley, Las Vegas, Nevada, United States|Dartmouth Hitchcock Medical Center, Lebanon, New Hampshire, United States|North Shore Hem Onc Associates, East Setauket, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Levine Cancer Institute, Charlotte, North Carolina, United States|Duke Cancer Institute, Durham, North Carolina, United States|Cleveland Clinic, Cleveland, Ohio, United States|OSU, James Cancer Hospital, Columbus, Ohio, United States|Cancer Treatment Centers of America; Tulsa, Tulsa, Oklahoma, United States|Providence Portland Medical Center, Portland, Oregon, United States|Oregon Health & Science Univ, Portland, Oregon, United States|Cancer Treatment Centers of America - Eastern Regional Medical Center, Philadelphia, Pennsylvania, United States|Mary Crowley Medical Research Center, Dallas, Texas, United States|University Hospital Medical Oncology Clinic; Harold C. Simmons Comprehensive Cancer Center, Dallas, Texas, United States|University of Texas MD Anderson Cancer Center, Houston, Texas, United States|Baylor Scott & White Health, Temple, Texas, United States|University of Utah Hospitals & Clinics, Salt Lake City, Utah, United States|Virginia Cancer Specialists, PC, Fairfax, Virginia, United States|Virginia Oncology Associates - Hampton, Hampton, Virginia, United States|University of Washington Seattle Cancer Care Alliance, Seattle, Washington, United States|Wheaton Franciscan Cancer Care-All Saints, Franklin, Wisconsin, United States|Border Medical Oncology Research Unit, Albury, New South Wales, Australia|Liverpool Hospital, Liverpool, New South Wales, Australia|Newcastle Private Hospital, New Lambton Heights, New South Wales, Australia|Flinders Medical Centre, Bedford Park, South Australia, Australia|Austin Hospital, Heidelberg, Victoria, Australia|Antwerp University Hospital, Edegem, Belgium|Beijing Cancer Hospital, Beijing, China|Beijing Union Hospital, Beijing, China|Hunan Cancer Hospital, Changsha City, China|Sichuan Provincial Cancer Hospital, Chengdu, China|Fujian Provincial Cancer Hospital, Fuzhou City, China|Cancer Center of Guangzhou Medical University, Guangzhou, China|Harbin Medical University Cancer Hospital, Harbin, China|Fudan University Shanghai Cancer Center, Shanghai City, China|Shanghai chest hospital, Shanghai, China|Shenzhen People's Hospital, Shenzhen, China|Tianjin Cancer Hospital, Tianjin, China|Union Hospital Tongji Medical College Huazhong University of Science and Technology, Wuhan City, China|Zhejiang Cancer Hospital, Zhejiang, China|Institut de Cancerologie de l Ouest, Angers, France|Institut Bergonie; Oncologie, Bordeaux, France|Centre Oscar Lambret; Chir Cancerologie General, Lille, France|Centre Leon Berard; Departement Oncologie Medicale, Lyon, France|Hôpital de la Timone; Oncologie Médicale Hématologie & Soins Palliatifs, Marseille cedex 5, France|Hôpital Nord - AP-HM Marseille#; Service d'Oncologie Multidisciplinaire, Marseille, France|Institut de Recherche en Cancérologie de Montpellier, Montpellier cedex 5, France|Hôpital Européen Georges Pompidou; Hématologie Oncologie, Paris cedex 15, France|Institut Curie; Oncologie Medicale, Paris, France|Institut De Cancerologie De L'ouest - Rene Gauducheau - Biology, Saint Herblain, France|Institut Claudius Regaud; Departement Oncologie Medicale, Toulouse, France|Institut Gustave Roussy; Pathologie Thoracique, Villejuif cedex, France|Charite Universitaetsmedizin Berlin - Campus Charite Mitte ; Charite Comprehensive Cancer Center, Berlin, Germany|Evang. Lungenklinik Berlin Klinik für Pneumologie, Berlin, Germany|Universitaetsklinikum Carl Gustav Carus TU Dresden, Dresden, Germany|Asklepios-Fachkliniken Muenchen-Gauting; Onkologie, Gauting, Germany|Universitaetsmedizin Goettingen; Abteilung Haematologie und Onkologie, Göttingen, Germany|NCT Uniklinikum Heidelberg; Medizinische Onkologie, Heidelberg, Germany|Universitaetsklinikum Koeln; Innere Medizin I, Haematologie, Köln, Germany|Hong Kong Integrated Oncology Centre, Hong Kong, Hong Kong|Princess Margaret Hospital, Hong Kong, Hong Kong|The University of Hong Kong, Hong Kong, Hong Kong|Queen Elizabeth Hospital, Kowloon, Hong Kong|The Chinese University of Hong Kong, Shatin, Hong Kong|Seconda Università degli Studi di Napoli; Servizio Epato-Gastroenterologia, Napoli, Campania, Italy|Università Campus Bio-Medico di Roma; Oncologia Medica, Roma, Lazio, Italy|Azienda Ospedaliero Universitaria San Martino; Lung Cancer Unit, Genova, Liguria, Italy|Fondazione IRCCS Istituto Nazionale dei Tumori, Milano, Lombardia, Italy|Azienda Socio Sanitaria Territoriale Niguarda (Ospedale Niguarda Ca' Granda); Oncologico -Onc.Falck, Milano, Lombardia, Italy|Fondazione del Piemonte per l'Oncologia - IRCCS;Ematologia, Candiolo, Piemonte, Italy|Azienda Ospedaliero-Universitaria S.Luigi Gonzaga; SSD Oncologia Polmonare, Orbassano, Piemonte, Italy|A.O Città della Salute e della Scienza di Torino; Colorectal Cancer Unit (CRCU) - SSCVD, Torino, Piemonte, Italy|Azienda Ospedaliero - Universitaria Pisana U.O. Oncologia Medica 2 Universitaria - Polo Oncologico, Pisa, Toscana, Italy|Azienda Ospedaliera di Perugia Ospedale S. Maria della Misericordia ; S.C. Oncologia Medica, Perugia, Umbria, Italy|IOV - Istituto Oncologico Veneto - IRCCS; Oncologia Medica II, Padova, Veneto, Italy|Aichi Cancer Center Hospital; Respiratory Medicine, Aichi, Japan|NHO Shikoku Cancer Center; Dept of Respiratory Medicine, Ehime, Japan|NHO Kyushu Cancer Center, Fukuoka, Japan|Hyogo Cancer Center, Dept of Respiratory Medicine, Hyogo, Japan|National Cancer Center Hospital; Dept of Respiratory Medicine, Kashiwa-shi, Japan|Miyagi Cancer Center; Respiratory Medicine, Miyagi, Japan|Niigata Cancer Center Hospital; Internal Medicine, Niigata, Japan|OSAKA CITY GENERAL HOSPITAL;Medical Oncology, Osaka, Japan|Kindai University Hospital; Medical Oncology, Osaka, Japan|Shizuoka Cancer Center; Respiratory Internal Medicine, Shizuoka, Japan|Chungbuk National University Hospital, Cheongju-si, Korea, Republic of|Samsung Medical Center, Seoul, Korea, Republic of|Seoul National University Hospital, Seoul, Korea, Republic of|Severance Hospital, Yonsei University Health System, Seoul, Korea, Republic of|Asan Medical Center., Seoul, Korea, Republic of|NKI The Netherlands Cancer Institute, Amsterdam, Netherlands|Leids Universitair Medisch Centrum, Leiden, Netherlands|Uniwersyteckie Centrum Kliniczne; Klinika Onkologii i Radioterapii, Gdańsk, Poland|Centrum Onkologii-Instytut im.M.Sklodowskiej Curie; Dept of Nuclear Med. and Endocrine Oncology, Gliwice, Poland|Mazowieckie Centrum Leczenia Chorob Pluc i Gruzlicy; Dept of Pulmonology & subdiv. of oncology, Otwock, Poland|Szpital Kliniczny Przemienienia Panskiego Uni. Medycznego im. Karola Marcinkowskiego; Chemotherapy, Poznań, Poland|Centrum Onkologii Instytut im. M. Sklodowskiej-Curie, Klinika Nowotworow Ukladu Chlonnego, Warszawa, Poland|National University Hospital; Haematology/Oncology, Singapore, Singapore|National Cancer Centre, Singapore, Singapore|Centro Nacional de Investigaciones Oncológicas(CNIO); Gastrointestinal Cancer Clinical Research Unit, Fuenlabrada, Madrid, Spain|Hospital Universitari Vall dHebron; Oncology, Barcelona, Spain|Hospital Universitario de La Princesa; Servicio de Oncologia, Madrid, Spain|Hospital Universitario Ramon y Cajal; Servicio de Farmacia, Madrid, Spain|Hospital Universitario Clínico San Carlos; Servicio de Oncologia, Madrid, Spain|Hospital Universitario 12 de Octubre; Servicio de Oncologia, Madrid, Spain|Hospital Universitario La Paz; Servicio de Oncologia, Madrid, Spain|START Madrid. Centro Integral Oncologico Clara Campal; Unidad de Fase I-Oncologica, Madrid, Spain|Hospital Clinico Universitario Virgen de la Victoria; Servicio de Oncologia, Malaga, Spain|Hospital Universitario Virgen del Rocio; Servicio de Oncologia, Sevilla, Spain|Changhua Christian Hospital, Chang Hua, Taiwan|Taichung Veterans General Hospital, Taichung, Taiwan|National Cheng Kung University Hospital, Tainan, Taiwan|Taipei Veterans General Hospital, Taipei City, Taiwan|National Taiwan University Hospital, Taipei, Taiwan|Cambridge University Hospitals NHS Foundation Trust - Addenbrookes Hospital, Cambridge, United Kingdom|Sarah Cannon Research Institute, London, United Kingdom|Christie Hospital Nhs Trust; Medical Oncology, Manchester, United Kingdom	https://ClinicalTrials.gov/show/NCT02568267
198	Donor Peripheral Blood Stem Cell Transplant in Treating Patients With Hematologic Malignancies	Recruiting	No Results Available	Acute Biphenotypic Leukemia|Acute Erythroid Leukemia in Remission|Acute Leukemia in Remission|Acute Lymphoblastic Leukemia in Remission|Acute Myeloid Leukemia Arising From Previous Myelodysplastic Syndrome|Acute Myeloid Leukemia in Remission|Acute Myeloid Leukemia With FLT3/ITD Mutation|Acute Myeloid Leukemia With Inv(3) (q21.3;q26.2); GATA2, MECOM|Acute Myeloid Leukemia With Multilineage Dysplasia|Acute Myeloid Leukemia With t(6;9) (p23;q34.1); DEK-NUP214|Acute Undifferentiated Leukemia|Adult Acute Lymphoblastic Leukemia in Complete Remission|B Acute Lymphoblastic Leukemia With t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)|B Acute Lymphoblastic Leukemia With t(9;22)(q34.1;q11.2); BCR-ABL1|Burkitt Lymphoma|Childhood Acute Lymphoblastic Leukemia in Complete Remission|DS Stage II Plasma Cell Myeloma|DS Stage III Plasma Cell Myeloma|Myelodysplastic Syndrome|Recurrent Anaplastic Large Cell Lymphoma|Blasts Under 5 Percent of Bone Marrow Nucleated Cells|Recurrent Follicular Lymphoma|Recurrent Hodgkin Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Marginal Zone Lymphoma|Recurrent Plasma Cell Myeloma|Refractory Plasma Cell Myeloma|Secondary Acute Myeloid Leukemia|T Lymphoblastic Lymphoma|Hematopoietic Cell Transplant Recipient	Drug: Cyclophosphamide|Biological: Filgrastim|Drug: Fludarabine Phosphate|Procedure: Laboratory Biomarker Analysis|Drug: Mycophenolate Mofetil|Procedure: Nonmyeloablative Allogeneic Hematopoietic Stem Cell Transplantation|Procedure: Peripheral Blood Stem Cell Transplantation|Drug: Tacrolimus|Radiation: Total-Body Irradiation|Drug: Fludarabine	VA Puget Sound Health Care System, Seattle, Washington, United States|Fred Hutch/University of Washington Cancer Consortium, Seattle, Washington, United States	https://ClinicalTrials.gov/show/NCT01028716
199	Senl-T7 CAR-T Cells for Treatment of Relapsed or Refractory CD7+ Lymphoma	Recruiting	No Results Available	SenL-T7 CAR T Cells CD7+ Lymphoma	Biological: Senl-T7	Hebei yanda Ludaopei Hospital, Yanda, Hebei, China	https://ClinicalTrials.gov/show/NCT04928105
200	Belinostat Therapy With Zidovudine for Adult T-Cell Leukemia-Lymphoma	Recruiting	No Results Available	Adult T-cell Leukemia-Lymphoma|ATLL	Drug: Belinostat|Drug: Zidovudine|Drug: Interferon-Alfa-2b|Drug: Pegylated Interferon-Alfa-2b	University of Miami, Miami, Florida, United States	https://ClinicalTrials.gov/show/NCT02737046
201	A Study of HMPL-306 in Advanced Hematological Malignancies With mIDH	Recruiting	No Results Available	Isocitrate Dehydrogenase Gene Mutation	Drug: HMPL-306	Emory University, Atlanta, Georgia, United States|Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT04764474
202	3'-Deoxy-3'-[18F] Fluorothymidine PET Imaging in Patients With Cancer	Recruiting	No Results Available	Brain and Central Nervous System Tumors|Chronic Myeloproliferative Disorders|Leukemia|Lymphoma|Lymphoproliferative Disorder|Multiple Myeloma and Plasma Cell Neoplasm|Myelodysplastic Syndromes|Myelodysplastic/Myeloproliferative Neoplasms|Unspecified Adult Solid Tumor, Protocol Specific	Device: 3'-deoxy-3'-[18F]fluorothymidine	Barbara Ann Karmanos Cancer Institute, Detroit, Michigan, United States	https://ClinicalTrials.gov/show/NCT00935090
203	BV-CHEP Chemotherapy for Adult T-cell Leukemia or Lymphoma	Recruiting	No Results Available	Lymphoma|Adult T-Cell Leukemia/Lymphoma|Lymphatic Diseases	Drug: Brentuximab Vedotin|Drug: CHEP	Boston Medical Center, Boston, Massachusetts, United States|Beth Israel Deaconess Medical Center (BIDMC), Boston, Massachusetts, United States|Lineberger Comprehensive Cancer Center at the University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States	https://ClinicalTrials.gov/show/NCT03264131
204	A Trial of TTI-621 for Patients With Hematologic Malignancies and Selected Solid Tumors	Recruiting	No Results Available	Hematologic Malignancies|Solid Tumor	Drug: TTI-621|Drug: TTI-621 plus Rituximab|Drug: TTI-621 plus Nivolumab	City of Hope National Medical Center, Duarte, California, United States|Stanford Cancer Institute, Palo Alto, California, United States|Colorado Blood Cancer Institute, Denver, Colorado, United States|Mayo Clinic, Jacksonville, Florida, United States|Moffitt Cancer Center, Tampa, Florida, United States|Mayo Clinic, Rochester, Minnesota, United States|Hackensack Meridian Health John Theurer Cancer Center, Hackensack, New Jersey, United States|Laura and Isaac Perlmutter Cancer Center at NYU Langone Health, New York, New York, United States|Columbia Univeristy, New York, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Cleveland Clinic, Cleveland, Ohio, United States|Oregon Health and Sciences University, Portland, Oregon, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States|Tennessee Oncology, Nashville, Tennessee, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, United States|University of Washington - Seattle Cancer Care Alliance, Seattle, Washington, United States|British Columbia Cancer Agency, Vancouver, British Columbia, Canada|Princess Margaret Cancer Center, Toronto, Ontario, Canada	https://ClinicalTrials.gov/show/NCT02663518
205	Toripalimab in Combination With R-CHOP for Elderly Patients With Untreated Diffused B Cell Lymphoma	Recruiting	No Results Available	Diffuse Large B Cell Lymphoma|High-grade B-cell Lymphoma|Follicular Lymphoma Grade IIIb|Transformed Lymphoma|EBV-Positive DLBCL, Nos|ALK-Positive Anaplastic Large Cell Lymphoma	Drug: Toripalimab|Drug: R-CHOP Protocol	Department of hematology department, Nanfang hospital, Guangzhou, Guangdong, China	https://ClinicalTrials.gov/show/NCT04058470
206	Testing the Addition of an Anti-cancer Drug, Lenalidomide, to the Usual Combination Chemotherapy Treatment ("EPOCH") for Adult T-Cell Leukemia-Lymphoma (ATL)	Recruiting	No Results Available	Acute Adult T-Cell Leukemia/Lymphoma|Adult T-Cell Leukemia/Lymphoma|Chronic Adult T-Cell Leukemia/Lymphoma|HTLV-1 Infection	Drug: Cyclophosphamide|Drug: Doxorubicin Hydrochloride|Drug: Etoposide|Drug: Lenalidomide|Drug: Prednisone|Drug: Vincristine Sulfate	Emory University Hospital/Winship Cancer Institute, Atlanta, Georgia, United States|Siteman Cancer Center at West County Hospital, Creve Coeur, Missouri, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Siteman Cancer Center-South County, Saint Louis, Missouri, United States|Siteman Cancer Center at Saint Peters Hospital, Saint Peters, Missouri, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Ohio State University Comprehensive Cancer Center, Columbus, Ohio, United States	https://ClinicalTrials.gov/show/NCT04301076
207	Tislelizumab in Combination With Lenalidomide in Refractory and Relapsed Elderly Patients With Non-GCB DLBCL	Recruiting	No Results Available	Non-GCB/ABC Diffuse Large B-Cell Lymphoma|High-grade B-cell Lymphoma|Follicular Lymphoma Grade IIIb|Transformed Lymphoma|EBV-Positive DLBCL, Nos|ALK-Positive Anaplastic Large Cell Lymphoma	Drug: PD-1 Antibody|Drug: Lenalidomide	Department of Medical Oncology, Sun Yat-sen University Cancer Center,, Guangzhou, Guangdong, China	https://ClinicalTrials.gov/show/NCT04796857
208	CCCG-ALCL-2020 for Chinese Children and Adolescents With Newly Diagnosed High-risk ALCL	Recruiting	No Results Available	Pediatric Anaplastic Large Cell Lymphoma	Drug: P regimen|Drug: Course A1 + Vin|Drug: Course B1 +Vin|Drug: Course A2 + Vin|Drug: Course B2 +Vin|Drug: Course A3 + Vin|Drug: Course B3 +Vin|Drug: Maintenance therapy	Shanghai Children's Medical Center, Shanghai, China	https://ClinicalTrials.gov/show/NCT04881838
209	Brigatinib in Pediatric and Young Adult Patients With ALK+ ALCL, IMT or Other Solid Tumors	Not yet recruiting	No Results Available	Anaplastic Large Cell Lymphoma, ALK-Positive|Inflammatory Myofibroblastic Tumor|Other Solid Tumor	Drug: Brigatinib		https://ClinicalTrials.gov/show/NCT04925609
210	Vinorelbine for Recurrent ALCL-2017	Recruiting	No Results Available	Anaplastic Large Cell Lymphoma|Vinorelbine	Drug: Vinorelbine	Shanghai Children's Medical Center, Shanghai, Shanghai, China	https://ClinicalTrials.gov/show/NCT03443128
211	Dual Target CAR-T Cells in B-cell Lymphoma	Recruiting	No Results Available	Lymphoma, B-Cell|Relapse/Recurrence|Refractory Lymphoma|Dual-target CAR-T Cells	Biological: dual target CAR-T cell therapy	Shenzhen University General hospital, Shenzhen, Guangdong, China	https://ClinicalTrials.gov/show/NCT04723914
212	The Clinical Study of CD20 CAR-T Cells in Patients With Relapsed and Refractory B Cell Non-Hodgkin Lymphoma	Recruiting	No Results Available	Relapsed and Refractory B Cell Lymphoma|Non-Hodgkin Lymphoma	Biological: CD20 CAR-T	The First Affiliated Hospital with Nanjing Medical University, Nanjing, Jiangsu, China	https://ClinicalTrials.gov/show/NCT04169932
213	Clinical Study of SenL-T7 CAR T Cells in the Treatment of Relapsed and Refractory CD7+ Leukemia or T-cell Lymphoblastic Lymphoma	Recruiting	No Results Available	SenL-T7 CAR T Cells for CD7+ Leukemia or T-LBL	Biological: Senl-T7	Hebei yanda Ludaopei Hospital, Beijing, Hebei, China	https://ClinicalTrials.gov/show/NCT04916860
214	Decitabine-primed Tandem CD19/CD20 CAR T Cells Treatment in r/r B-NHL	Recruiting	No Results Available	Relapase and Refractory B-cell Non-Hodgkin's Lymphoma|Decitabine-primed Tandem CD19/CD20 CAR T Cells	Biological: Decitabine-primed Tandem CAR19/20 engineered T cells	Biotherapeutic Department of Chinese PLA General Hospital, Beijing, Beijing, China	https://ClinicalTrials.gov/show/NCT04697940
215	CD30 CAR T Cells, Relapsed CD30 Expressing Lymphoma (RELY-30)	Recruiting	No Results Available	Hodgkin's Lymphoma|Non-Hodgkin Lymphoma	Genetic: CAR T Cells|Drug: Cyclophosphamide|Drug: Fludarabine	Houston Methodist Hospital, Houston, Texas, United States|Texas Children's Hospital, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT02917083
216	Immunotherapy With CD19 CAR T-cells for B-Cell Lymphoma	Not yet recruiting	No Results Available	Lymphoma	Biological: Anti-CD19-CAR		https://ClinicalTrials.gov/show/NCT04100187
217	CD19-targeted CAR T Cells for Relapsed and Refractory (R/R) Mantle Cell Lymphoma	Recruiting	No Results Available	Mantle Cell Lymphoma	Biological: CD19-targeted Chimeric Antigen Receptor (CAR) T Cells	Peking University Cancer Hospital, Beijing, Beijing, China|Peking University Third Hospital, Beijing, Beijing, China|Fujian Medical University Consonancy Hospital, Fuzhou, Fujiang, China|Guangdong Province people hospital, Guanzhou, Guangdong, China|Henan Province Cancer Hospital, Zhengzhou, Henan, China|Jiangsu Province People Hospital, Nanjing, Jiangsu, China|Fudan University Shanghai Cancer Center, Shanghai, Shanghai, China|Zhongshan Hospital affiliated to Fudan University, Shanghai, Shanghai, China|Institute of Hematology, Chinese Academy of Medical Sciences, Tianjin, Tianjin, China|Tianjin Cancer Hospital, Tianjin, Tianjin, China|The First Affiliated Hospital of Zhejiang University, Hangzhou, Zhejiang, China|Zhejiang province Cancer Hospital, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT04718883
218	Multi-CAR-T Cells Targeting B Cell Lymphomas	Recruiting	No Results Available	B Cell Lymphoma (BCL)	Biological: 4SCAR19 and 4SCAR20/22/70/PSMA/13/79b/GD2	Shenzhen Children's Hospital, Shenzhen, Guangdong, China|Shenzhen Geno-Immune Medical Institute, Shenzhen, Guangdong, China|The Seventh Affilliated Hospital, Sun Yat-Sen University, Shenzhen, Guangdong, China	https://ClinicalTrials.gov/show/NCT04429438
219	Study of Feasibility and Safety of UCD19 Chimeric Antigen Receptor (CAR) T Cells in Adult Subjects With Relapsed/Refractory (R/R) B-Cell Non-Hodgkin's Lymphoma (B-NHL)	Recruiting	No Results Available	Non Hodgkin Lymphoma	Biological: UCD19 CAR T Cells	University of Colorado Hospital, Aurora, Colorado, United States	https://ClinicalTrials.gov/show/NCT04240808
220	Tumor Associated Antigen Specific T Cells (TAA-T) With PD1 Inhibitor for Lymphoma	Recruiting	No Results Available	Hodgkin Lymphoma|Diffuse Large B Cell Lymphoma	Biological: TAA-T cells|Drug: Nivolumab	Children's National Medical Center, Washington, District of Columbia, United States|Utah University School of Medicine/Huntsman Cancer Institute, Salt Lake City, Utah, United States	https://ClinicalTrials.gov/show/NCT03843294
221	Autologous TAC T Cells Targeting CD19 in R/R Large B-Cell Lymphoma	Not yet recruiting	No Results Available	Lymphoma, B-Cell	Biological: TAC01-CD19		https://ClinicalTrials.gov/show/NCT03880279
222	Study of PD-1 Inhibitors After CD30.CAR T Cell Therapy in Relapsed/Refractory Hodgkin Lymphoma	Recruiting	No Results Available	Relapsed Hodgkin Lymphoma|Refractory Hodgkin Lymphoma	Biological: Nivolumab|Biological: Pembrolizumab	Lineberger Comprehensive Cancer Center at University of North Carolina, Chapel Hill, North Carolina, United States	https://ClinicalTrials.gov/show/NCT04134325
223	CD19-targeted CAR T Cells for Relapsed and Refractory (R/R) Non-Hodgkins Lymphoma	Recruiting	No Results Available	Lymphoma, Non-Hodgkin|Diffuse Large B Cell Lymphoma|Follicular Lymphoma	Biological: CD19-targeted Chimeric Antigen Receptor (CAR) T Cells	Beijing Cancer Hospital, Beijing, Beijing, China|Beijing Friendship Hospital, Capital Medical University, Beijing, Beijing, China|Beijing Hospital, Beijing, Beijing, China|Peking Union Medical College Hospital, Beijing, Beijing, China|Guangdong General Hospital, Guangzhou, Guangdong, China|The First Affiliated Hospital of Zhenzhou Universtity, Zhenzhou, Henan, China|Jiangsu Cancer Hospital, Nanjing, Jiangsu, China|Shanghai East Hospital, Shanghai, Shanghai, China|Institute of Hematology&Hospital of Blood Disease CAMS, Tianjin, Tianjin, China|Zhejiang Cancer Hospital, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT04089215
